keywords;acces;trash;kw_acces;kw_acces_tl;kw_acces_lots;kw_trash;kw_trash_tl;kw_trash_lots
dell;2;0;"167759-2 - 1; поставк - 1; сервер - 1; poweredge - 1; жестк - 1";dell+(167759-2/поставк/сервер/poweredge/жестк);2;;dell+);0
тонер;2;0;"поставк - 1; картридж - 1; фотобарабан - 1; бункер - 1; отработанн - 1";тонер+(поставк/картридж/фотобарабан/бункер/отработанн);1;;тонер+);0
164648,1;2;0;"систем - 1; контент - 1; фильтраци - 1";164648,1+(систем/контент/фильтраци);1;;164648,1+);0
автоматизированн;2;8;"поставк - 2; мест - 2; рабоч - 1; архангельск - 1; рабочег - 1";автоматизированн+(поставк/мест/рабоч/архангельск/рабочег);2;"открыт - 4; сист - 4; предложен - 4; мтс-банк - 4; реализац - 3";автоматизированн+(открыт/сист/предложен/мтс-банк/реализац);7
таганрог;2;1;"поставк - 2; программн - 2; обеспечени - 2";таганрог+(поставк/программн/обеспечени);2;"162151_выполнен - 1; монтажн - 1; работ - 1; сист - 1; автоматическ - 1";таганрог+(162151_выполнен/монтажн/работ/сист/автоматическ);1
14-core;2;0;"163840-3 - 2; извещен - 2; открыт - 2; предложен - 2; поставк - 2";14-core+(163840-3/извещен/открыт/предложен/поставк);2;;14-core+);0
32гб;2;0;"163840-3 - 2; извещен - 2; открыт - 2; предложен - 2; поставк - 2";32гб+(163840-3/извещен/открыт/предложен/поставк);2;;32гб+);0
163840-3;2;0;"извещен - 1; открыт - 1; предложен - 1; поставк - 1; ноутбук - 1";163840-3+(извещен/открыт/предложен/поставк/ноутбук);1;;163840-3+);0
162200-3;2;0;"извещен - 1; открыт - 1; предложен - 1; поставк - 1; ноутбук - 1";162200-3+(извещен/открыт/предложен/поставк/ноутбук);1;;162200-3+);0
район;2;2;"поставк - 2; ip-телефон - 1; коммутатор - 1; чамзинск - 1; экран - 1";район+(поставк/ip-телефон/коммутатор/чамзинск/экран);2;"городск - 2; адрес - 2; федоровск - 2; объект - 2; област - 2";район+(городск/адрес/федоровск/объект/област);2
32gb;2;0;"поставк - 2; серверн - 2; памят - 2; нужд - 2; com16112200091 - 1";32gb+(поставк/серверн/памят/нужд/com16112200091);2;;32gb+);0
xpon;2;0;"открыт - 2; предложен - 2; выбор - 2; поставщик - 2; оборудовани - 2";xpon+(открыт/предложен/выбор/поставщик/оборудовани);2;;xpon+);0
167453,1;2;0;"торг - 1; поставк - 1; защищенн - 1; ключев - 1; носител - 1";167453,1+(торг/поставк/защищенн/ключев/носител);1;;167453,1+);0
площадк;2;0;"поставк - 2; панел - 2; live - 2; арен - 2; москв - 2";площадк+(поставк/панел/live/арен/москв);2;"техническ - 2; поддержк - 1; oracle - 1; использу - 1; состав - 1";площадк+(техническ/поддержк/oracle/использу/состав);1
live;2;0;"поставк - 2; панел - 2; площадк - 2; арен - 2; москв - 2";live+(поставк/панел/площадк/арен/москв);2;;live+);0
mu8f2zm/a;2;0;"apple - 6; ipad - 4; планшетн - 2; компьютер - 2; 256gb - 2";mu8f2zm/a+(apple/ipad/планшетн/компьютер/256gb);2;;mu8f2zm/a+);0
красноярск;2;11;"поставк - 2; wi-fi - 1; оборудовани - 1";красноярск+(поставк/wi-fi/оборудовани);2;"сист - 11; выполнен - 9; работ - 9; предложен - 5; адрес - 5";красноярск+(сист/выполнен/работ/предложен/адрес);8
огнетушител;2;1;"поставк - 2; объект - 2; фили - 2; республик - 2; татарстан - 2";огнетушител+(поставк/объект/фили/республик/татарстан);1;"краснодарск - 2; крае - 2; предложен - 1; выполнен - 1; работ - 1";огнетушител+(краснодарск/крае/предложен/выполнен/работ);1
процесс;2;4;"торг - 2; анализ - 2; интернет-магазин - 2; shop.mts.ru - 2; 164155-2 - 2";процесс+(торг/анализ/интернет-магазин/shop.mts.ru/164155-2);2;"открыт - 5; мтс-банк - 5; разработк - 4; предложен - 4; intel - 3";процесс+(открыт/мтс-банк/разработк/предложен/intel);8
электро-кар;2;0;"выбор - 2; поставщик - 2; закупк - 2; зап.част - 2; комплекс - 2";электро-кар+(выбор/поставщик/закупк/зап.част/комплекс);2;;электро-кар+);0
года;2;4;"maxpatrol - 3; открыт - 2; течен - 2; обязательств - 2; гарантийн - 2";года+(maxpatrol/открыт/течен/обязательств/гарантийн);2;"открыт - 3; услуг - 3; предложен - 3; выбор - 2; поставщик - 2";года+(открыт/услуг/предложен/выбор/поставщик);4
стекировани;2;1;"коммутатор - 2; кабел - 2; предложен - 1";стекировани+(коммутатор/кабел/предложен);1;"поставк - 1; коммутатор - 1; каб - 1; томск - 1";стекировани+(поставк/коммутатор/каб/томск);1
165300-3;2;0;"открыт - 1; предложен - 1; внедрен - 1; систем - 1; управлени - 1";165300-3+(открыт/предложен/внедрен/систем/управлени);1;;165300-3+);0
организаци;2;13;"торг - 3; предложен - 3; открыт - 3; организац - 2; 166268,1 - 2";организаци+(торг/предложен/открыт/организац/166268,1);4;"услуг - 17; работ - 9; предложен - 7; открыт - 6; связ - 6";организаци+(услуг/работ/предложен/открыт/связ);15
